# browser-stack-extraction-manifest v1
# source_commit=009804c8b3dca148eda3f147621608ec4f12fd17
# source_commit_date=2026-07-29T18:45:12-04:00
# source_branch=agent/drain-worklist-20260725
# source_remote=https://github.com/matthewmackes/magic-mesh.git
# extraction_destination=matthewmackes/magic-mesh-browser-stack
# generation=git-ls-files plus scoped host-Browser signal scan
# columns=class	source_path	destination	reason	source_blob_sha	worktree_blob_sha	worktree_state
mixed-purpose	crates/desktop/mde-shell-egui/src/datacenter.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/datacenter.rs#browser-sections	shell-route-or-shared-state	a35f5110e5603293ae1d2701eade197bf882215b	a35f5110e5603293ae1d2701eade197bf882215b	clean
mixed-purpose	crates/desktop/mde-shell-egui/src/front_door.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/front_door.rs#browser-sections	shell-route-or-shared-state	300e442a085f87a33471427012716e7a4f98ce4f	300e442a085f87a33471427012716e7a4f98ce4f	clean
mixed-purpose	crates/desktop/mde-shell-egui/src/main.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/main.rs#browser-sections	shell-route-or-shared-state	5cb1d4b8ec2199424c4259b286fdf3c036058609	5cb1d4b8ec2199424c4259b286fdf3c036058609	clean
mixed-purpose	crates/desktop/mde-shell-egui/src/nav_bar.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/nav_bar.rs#browser-sections	shell-route-or-shared-state	93ec397c2e47e6893667d95ac052cc7557c6471f	93ec397c2e47e6893667d95ac052cc7557c6471f	clean
mixed-purpose	crates/desktop/mde-shell-egui/src/storage/tests.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/storage/tests.rs#browser-sections	shell-route-or-shared-state	49228c0ee1f55b86767af494b84fce002f699525	49228c0ee1f55b86767af494b84fce002f699525	clean
mixed-purpose	crates/desktop/mde-shell-egui/src/surfaces.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/surfaces.rs#browser-sections	shell-route-or-shared-state	116c32f00babd7361578ad36deb51b1e6fe1f96e	116c32f00babd7361578ad36deb51b1e6fe1f96e	clean
mixed-purpose	crates/desktop/mde-shell-egui/src/switcher.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/switcher.rs#browser-sections	shell-route-or-shared-state	b01b20a5e42cf7ea3f22f8398ae5779e8a98873e	b01b20a5e42cf7ea3f22f8398ae5779e8a98873e	clean
mixed-purpose	crates/desktop/mde-shell-egui/src/toast_bridge.rs	split-in-magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/toast_bridge.rs#browser-sections	shell-route-or-shared-state	fb9cceb3dc8ac07b1fb2e57be0a4dd106e717d8a	fb9cceb3dc8ac07b1fb2e57be0a4dd106e717d8a	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/capture.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/capture.rs	host-browser-shell	6a4138f92a38865f3def9af3a70f152e96d5fe16	6a4138f92a38865f3def9af3a70f152e96d5fe16	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/chrome_ui/accessibility.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/chrome_ui/accessibility.rs	host-browser-shell	e644b0271e188bdb14dd10baa5c5df585f5cc883	e644b0271e188bdb14dd10baa5c5df585f5cc883	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/chrome_ui/body.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/chrome_ui/body.rs	host-browser-shell	4745f85672503dc1192ddd310fa824a8d38df959	4745f85672503dc1192ddd310fa824a8d38df959	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/chrome_ui/drawers.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/chrome_ui/drawers.rs	host-browser-shell	2594ff5dc2b20077aad4587ef3d5bbc9417d040e	2594ff5dc2b20077aad4587ef3d5bbc9417d040e	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/chrome_ui/mod.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/chrome_ui/mod.rs	host-browser-shell	e52f691e92b7c7422abafd5c974d97c3c5f9acaf	e52f691e92b7c7422abafd5c974d97c3c5f9acaf	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/content_tools.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/content_tools.rs	host-browser-shell	d89c1dee296f0ab0472d9030be188ce8e54262e1	d89c1dee296f0ab0472d9030be188ce8e54262e1	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/device_profile.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/device_profile.rs	host-browser-shell	f323d32054d09d435842b3384427bf83787a5e8b	f323d32054d09d435842b3384427bf83787a5e8b	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/engine_runtime.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/engine_runtime.rs	host-browser-shell	b3ecb95251636edd1863409b34b7f9631562a214	b3ecb95251636edd1863409b34b7f9631562a214	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/history.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/history.rs	host-browser-shell	41f6832127503eb8c0691be8bf43979b5e683b55	41f6832127503eb8c0691be8bf43979b5e683b55	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/menubar.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/menubar.rs	host-browser-shell	6b3e10f3f3d1e43b0660e6bc00423d21fdf37195	6b3e10f3f3d1e43b0660e6bc00423d21fdf37195	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/mod.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/mod.rs	host-browser-shell	1ccb19177cb4752702f5a2d3beee14340dbb4c3d	1ccb19177cb4752702f5a2d3beee14340dbb4c3d	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/mpris.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/mpris.rs	host-browser-shell	ba78b1e88310d933f2193ee4826d5a8217f082b4	ba78b1e88310d933f2193ee4826d5a8217f082b4	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/printing.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/printing.rs	host-browser-shell	eca4e41580875c696f6052b47ceb016456ee19cd	eca4e41580875c696f6052b47ceb016456ee19cd	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/site_data.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/site_data.rs	host-browser-shell	d280b451458ebc4594d8f4072aae9cfd246bb0d8	d280b451458ebc4594d8f4072aae9cfd246bb0d8	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/userscripts.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/userscripts.rs	host-browser-shell	95b8099d9a70c4ef836f96284ca37afe751fa6a4	95b8099d9a70c4ef836f96284ca37afe751fa6a4	clean
browser-owned	crates/desktop/mde-shell-egui/src/web/wire.rs	magic-mesh-browser-stack:crates/desktop/mde-shell-egui/src/web/wire.rs	host-browser-shell	edee407be112f6ce5f4aa5511b204648e241869b	edee407be112f6ce5f4aa5511b204648e241869b	clean
browser-owned	crates/desktop/mde-web-cef/Cargo.lock	magic-mesh-browser-stack:crates/desktop/mde-web-cef/Cargo.lock	browser-helper-crate	7abaead62ff25adbbf8234debfeb191988665eeb	7abaead62ff25adbbf8234debfeb191988665eeb	clean
browser-owned	crates/desktop/mde-web-cef/Cargo.toml	magic-mesh-browser-stack:crates/desktop/mde-web-cef/Cargo.toml	browser-helper-crate	f948f36c2f962c9bdcf4e01656464b24f9d2607a	f948f36c2f962c9bdcf4e01656464b24f9d2607a	clean
browser-owned	crates/desktop/mde-web-cef/src/cef_abi.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/cef_abi.rs	browser-helper-crate	048424eacd36da29bd054b4606e907544ca79ab0	048424eacd36da29bd054b4606e907544ca79ab0	clean
browser-owned	crates/desktop/mde-web-cef/src/cef_browser/mod.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/cef_browser/mod.rs	browser-helper-crate	015312dbfb38ddc07eca55dd3e2134567e8074f1	015312dbfb38ddc07eca55dd3e2134567e8074f1	clean
browser-owned	crates/desktop/mde-web-cef/src/cef_browser/scripts.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/cef_browser/scripts.rs	browser-helper-crate	86e8d364a281fc6cf3b463ce006fac4992fd1d37	86e8d364a281fc6cf3b463ce006fac4992fd1d37	clean
browser-owned	crates/desktop/mde-web-cef/src/cef_browser/tests.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/cef_browser/tests.rs	browser-helper-crate	2943681ced88842484a3f83a616fcfa49ebb63fe	2943681ced88842484a3f83a616fcfa49ebb63fe	clean
browser-owned	crates/desktop/mde-web-cef/src/cef_init.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/cef_init.rs	browser-helper-crate	fb8bce9614bacd9150fa64ade143dfb71ca88f91	fb8bce9614bacd9150fa64ade143dfb71ca88f91	clean
browser-owned	crates/desktop/mde-web-cef/src/lib.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/lib.rs	browser-helper-crate	fd02967a611f4ba5172925a25d00e13157a72e7e	fd02967a611f4ba5172925a25d00e13157a72e7e	clean
browser-owned	crates/desktop/mde-web-cef/src/main.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/main.rs	browser-helper-crate	9018517b2ae705d3fd3942833466b142daac52ec	9018517b2ae705d3fd3942833466b142daac52ec	clean
browser-owned	crates/desktop/mde-web-cef/src/offscreen.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/offscreen.rs	browser-helper-crate	84c4a5f0fc739e688b26d6afe59f726bf0e17257	84c4a5f0fc739e688b26d6afe59f726bf0e17257	clean
browser-owned	crates/desktop/mde-web-cef/src/renderer.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/renderer.rs	browser-helper-crate	7e313fc82091720ff265d312ef5dea87b433c635	7e313fc82091720ff265d312ef5dea87b433c635	clean
browser-owned	crates/desktop/mde-web-cef/src/shm.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/shm.rs	browser-helper-crate	a1946e8cda67716cf5bf9690d9eb004d88e30f29	a1946e8cda67716cf5bf9690d9eb004d88e30f29	clean
browser-owned	crates/desktop/mde-web-cef/src/sock.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/src/sock.rs	browser-helper-crate	76753c653b2c4a35fe9cc81081eb28745354be8b	76753c653b2c4a35fe9cc81081eb28745354be8b	clean
browser-owned	crates/desktop/mde-web-cef/tests/bridge_handoff.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/tests/bridge_handoff.rs	browser-helper-crate	01468ffe156767671e6c9a5cb187ad50428f4563	01468ffe156767671e6c9a5cb187ad50428f4563	clean
browser-owned	crates/desktop/mde-web-cef/tests/protocol_golden.rs	magic-mesh-browser-stack:crates/desktop/mde-web-cef/tests/protocol_golden.rs	browser-helper-crate	07f57320e19af8d3e166a599cd0cb38decb0ec70	07f57320e19af8d3e166a599cd0cb38decb0ec70	clean
browser-owned	crates/desktop/mde-web-preview-client/Cargo.toml	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/Cargo.toml	browser-helper-crate	d946754398a2145d86a0dbc23d099f2cdb3ae4f9	d946754398a2145d86a0dbc23d099f2cdb3ae4f9	clean
browser-owned	crates/desktop/mde-web-preview-client/src/bin/cef-verify.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/bin/cef-verify.rs	browser-helper-crate	94a9d1693715200480cae410249e666a3504ed54	94a9d1693715200480cae410249e666a3504ed54	clean
browser-owned	crates/desktop/mde-web-preview-client/src/filter.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/filter.rs	browser-helper-crate	f84f3531dac4864e30a661037af2808e5eeb6995	f84f3531dac4864e30a661037af2808e5eeb6995	clean
browser-owned	crates/desktop/mde-web-preview-client/src/frame.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/frame.rs	browser-helper-crate	009d05e60ebb4a7d55e80da7074be2545fc32f28	009d05e60ebb4a7d55e80da7074be2545fc32f28	clean
browser-owned	crates/desktop/mde-web-preview-client/src/input.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/input.rs	browser-helper-crate	e5bb880ee69536afa78ed886c7e1157c8c7a0b93	e5bb880ee69536afa78ed886c7e1157c8c7a0b93	clean
browser-owned	crates/desktop/mde-web-preview-client/src/lib.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/lib.rs	browser-helper-crate	acc1e447e4778f64b7dfef274dc170db7c4b8927	acc1e447e4778f64b7dfef274dc170db7c4b8927	clean
browser-owned	crates/desktop/mde-web-preview-client/src/scm.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/scm.rs	browser-helper-crate	c2317391a1638f80e1f523e9b8f32358668c9702	c2317391a1638f80e1f523e9b8f32358668c9702	clean
browser-owned	crates/desktop/mde-web-preview-client/src/session.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/session.rs	browser-helper-crate	d7651ea069c1a548dc7fbe3d4ab6875d51107bed	d7651ea069c1a548dc7fbe3d4ab6875d51107bed	clean
browser-owned	crates/desktop/mde-web-preview-client/src/testkit.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview-client/src/testkit.rs	browser-helper-crate	17649e86408c2310542d71ef6d0daf889e740ae3	17649e86408c2310542d71ef6d0daf889e740ae3	clean
browser-owned	crates/desktop/mde-web-preview/Cargo.lock	magic-mesh-browser-stack:crates/desktop/mde-web-preview/Cargo.lock	browser-helper-crate	407d4060217c4344fde92cc5e81c44eb7c13f73b	407d4060217c4344fde92cc5e81c44eb7c13f73b	clean
browser-owned	crates/desktop/mde-web-preview/Cargo.toml	magic-mesh-browser-stack:crates/desktop/mde-web-preview/Cargo.toml	browser-helper-crate	31131fa7231efd6853d103312eef762f1e43f851	31131fa7231efd6853d103312eef762f1e43f851	clean
browser-owned	crates/desktop/mde-web-preview/src/engine.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/src/engine.rs	browser-helper-crate	279ae96aaef4d73bf6bb98b1374a8d70eb18cdf1	279ae96aaef4d73bf6bb98b1374a8d70eb18cdf1	clean
browser-owned	crates/desktop/mde-web-preview/src/lib.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/src/lib.rs	browser-helper-crate	01e65c52ff5876d8c8c1f86811b5cc3dcc7df856	01e65c52ff5876d8c8c1f86811b5cc3dcc7df856	clean
browser-owned	crates/desktop/mde-web-preview/src/main.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/src/main.rs	browser-helper-crate	a76a7f10b81e3a1b7920e2bc77165537dd68a7a2	a76a7f10b81e3a1b7920e2bc77165537dd68a7a2	clean
browser-owned	crates/desktop/mde-web-preview/src/sandbox.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/src/sandbox.rs	browser-helper-crate	cd048c0ab769233a53ac9470c639165ddb9940e3	cd048c0ab769233a53ac9470c639165ddb9940e3	clean
browser-owned	crates/desktop/mde-web-preview/src/shm.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/src/shm.rs	browser-helper-crate	e128a21f5409a4148b93518f5dfd78e8191d58cd	e128a21f5409a4148b93518f5dfd78e8191d58cd	clean
browser-owned	crates/desktop/mde-web-preview/src/sock.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/src/sock.rs	browser-helper-crate	bbe7eca5407dc963187116787e4e960260a8012b	bbe7eca5407dc963187116787e4e960260a8012b	clean
browser-owned	crates/desktop/mde-web-preview/tests/headless_frame.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/tests/headless_frame.rs	browser-helper-crate	25b842ac70dc71a00974aa40000fbdb0f72f8f23	25b842ac70dc71a00974aa40000fbdb0f72f8f23	clean
browser-owned	crates/desktop/mde-web-preview/tests/protocol_golden.rs	magic-mesh-browser-stack:crates/desktop/mde-web-preview/tests/protocol_golden.rs	browser-helper-crate	48099be72143127ca529ba44d568b75e4e87a0e2	48099be72143127ca529ba44d568b75e4e87a0e2	clean
browser-owned	crates/desktop/mde-web-sandbox/Cargo.toml	magic-mesh-browser-stack:crates/desktop/mde-web-sandbox/Cargo.toml	browser-helper-crate	786df01812b9b49188f14d225c10776993849419	786df01812b9b49188f14d225c10776993849419	clean
browser-owned	crates/desktop/mde-web-sandbox/src/lib.rs	magic-mesh-browser-stack:crates/desktop/mde-web-sandbox/src/lib.rs	browser-helper-crate	2b3fb2a80c7c2d4341e91274c997bade46bfaee4	2b3fb2a80c7c2d4341e91274c997bade46bfaee4	clean
browser-owned	crates/desktop/mde-web-wire/Cargo.toml	magic-mesh-browser-stack:crates/desktop/mde-web-wire/Cargo.toml	browser-helper-crate	92a8ace626d9a886865555e8e06d468f9a0e1506	92a8ace626d9a886865555e8e06d468f9a0e1506	clean
browser-owned	crates/desktop/mde-web-wire/src/lib.rs	magic-mesh-browser-stack:crates/desktop/mde-web-wire/src/lib.rs	browser-helper-crate	a1969fd12de967f13f1dae30873a5d39bcdc99f6	a1969fd12de967f13f1dae30873a5d39bcdc99f6	clean
shared	crates/mesh/mackes-mesh-types/src/lib.rs	retain-in-magic-mesh:crates/mesh/mackes-mesh-types/src/lib.rs#shared-contract-or-reference	shared-mesh-contract	e477f9e9e88ad8996c288a9a6219d3325f7325f9	e477f9e9e88ad8996c288a9a6219d3325f7325f9	clean
shared	crates/mesh/mackes-mesh-types/src/mesh_storage.rs	retain-in-magic-mesh:crates/mesh/mackes-mesh-types/src/mesh_storage.rs#shared-contract-or-reference	shared-mesh-contract	8deed4a8cb78699da23a9ebbc102dc729092fd9e	8deed4a8cb78699da23a9ebbc102dc729092fd9e	clean
mixed-purpose	crates/mesh/mackesd/Cargo.toml	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/Cargo.toml#browser-sections	workspace-package-edge	2dc4dfed43d3a9e2244e492be9e4e56ab5d1d77e	2dc4dfed43d3a9e2244e492be9e4e56ab5d1d77e	clean
mixed-purpose	crates/mesh/mackesd/src/bin/mackesd/spawn.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/bin/mackesd/spawn.rs#browser-sections	daemon-worker-registration	004de799f2934f1a3751379600d52b23c84bd0d5	004de799f2934f1a3751379600d52b23c84bd0d5	clean
shared	crates/mesh/mackesd/src/ca/backup.rs	retain-in-magic-mesh:crates/mesh/mackesd/src/ca/backup.rs#shared-contract-or-reference	shared-secret-consumer	760443274e9146c1a044ad18756cfda0982917f0	760443274e9146c1a044ad18756cfda0982917f0	clean
shared	crates/mesh/mackesd/src/ipc/secret_store.rs	retain-in-magic-mesh:crates/mesh/mackesd/src/ipc/secret_store.rs#shared-contract-or-reference	shared-secret-consumer	874e769cfef6da2bd7b015cfb56d97682ab4ff26	874e769cfef6da2bd7b015cfb56d97682ab4ff26	clean
shared	crates/mesh/mackesd/src/lib.rs	retain-in-magic-mesh:crates/mesh/mackesd/src/lib.rs#shared-contract-or-reference	shared-infrastructure-reference	0cd7535e7dfb80df387dbf6fb43b3d65381b9674	0cd7535e7dfb80df387dbf6fb43b3d65381b9674	clean
mixed-purpose	crates/mesh/mackesd/src/onboard/role_provision.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/onboard/role_provision.rs#browser-sections	image-or-package-integration	7896b1000f2e97471a0aed08698a50bd5d058bc1	7896b1000f2e97471a0aed08698a50bd5d058bc1	clean
mixed-purpose	crates/mesh/mackesd/src/worker_role.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/worker_role.rs#browser-sections	daemon-worker-registration	8fd590e573e4b99adf1d5a16f0a4d79c7874685a	8fd590e573e4b99adf1d5a16f0a4d79c7874685a	clean
mixed-purpose	crates/mesh/mackesd/src/workers/adfilter.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/adfilter.rs#browser-sections	daemon-worker-registration	98d422b43b4328e6f62c349b77343dcea38f7efa	98d422b43b4328e6f62c349b77343dcea38f7efa	clean
mixed-purpose	crates/mesh/mackesd/src/workers/kdc_host/media.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/kdc_host/media.rs#browser-sections	mixed-daemon-consumer	601d09862e39cec1051f58ffd861623ed0ff8d56	601d09862e39cec1051f58ffd861623ed0ff8d56	clean
mixed-purpose	crates/mesh/mackesd/src/workers/kdc_host/mod.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/kdc_host/mod.rs#browser-sections	mixed-daemon-consumer	3db631990c3b3f8cfa7ca3f177992b7601554b35	3db631990c3b3f8cfa7ca3f177992b7601554b35	clean
mixed-purpose	crates/mesh/mackesd/src/workers/kdc_host/tests.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/kdc_host/tests.rs#browser-sections	mixed-daemon-consumer	71d500e5a741b17192b93acd3d229fc28fbc16ef	71d500e5a741b17192b93acd3d229fc28fbc16ef	clean
mixed-purpose	crates/mesh/mackesd/src/workers/mod.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/mod.rs#browser-sections	daemon-worker-registration	614ddac4def9b3efcf8069cd9b8a5f48a8f0945e	614ddac4def9b3efcf8069cd9b8a5f48a8f0945e	clean
shared	crates/mesh/mackesd/src/workers/storage.rs	retain-in-magic-mesh:crates/mesh/mackesd/src/workers/storage.rs#shared-contract-or-reference	shared-infrastructure-reference	75459ae16ab2ac6d4552a533314d3f48879ae628	75459ae16ab2ac6d4552a533314d3f48879ae628	clean
browser-owned	crates/mesh/mackesd/src/workers/transfers/lane/browser_media.rs	magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/transfers/lane/browser_media.rs	browser-transfer-lane	d57590dce6d16b07064dad8c7a434622b4f2684e	d57590dce6d16b07064dad8c7a434622b4f2684e	clean
mixed-purpose	crates/mesh/mackesd/src/workers/transfers/lane/mod.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/transfers/lane/mod.rs#browser-sections	mixed-daemon-consumer	433b73d9b093f72b79235c4402bd444efc763c7e	433b73d9b093f72b79235c4402bd444efc763c7e	clean
mixed-purpose	crates/mesh/mackesd/src/workers/transfers/lane/tests.rs	split-in-magic-mesh-browser-stack:crates/mesh/mackesd/src/workers/transfers/lane/tests.rs#browser-sections	mixed-daemon-consumer	19089787d9b0e08e75a343c5cb432ccdc719a36a	19089787d9b0e08e75a343c5cb432ccdc719a36a	clean
browser-owned	crates/mesh/mde-browser-workers/Cargo.toml	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/Cargo.toml	browser-worker-family	2346a813da9dcdebc5f9aba66c6dd4633d11fa55	2346a813da9dcdebc5f9aba66c6dd4633d11fa55	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_offline_cache.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_offline_cache.rs	browser-worker-family	c7f2806edd9b2fbfa165292f6eada04f4d5d95e3	c7f2806edd9b2fbfa165292f6eada04f4d5d95e3	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_passkeys.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_passkeys.rs	browser-worker-family	23202dff3c2d43fcc4e4cb26f865eac8b52fbfa6	23202dff3c2d43fcc4e4cb26f865eac8b52fbfa6	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_policy.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_policy.rs	browser-worker-family	4a90e93ef6dc03ef68354fcea7ab03a5be250ac8	4a90e93ef6dc03ef68354fcea7ab03a5be250ac8	clean
browser-owned	crates/mesh/mde-browser-workers/src/browser_protocol.rs	magic-mesh-browser-stack:crates/mesh/mde-browser-workers/src/browser_protocol.rs	browser-worker-family	1d61ec0ae86867d4c9fd69bd07e71adf38982c0d	1d61ec0ae86867d4c9fd69bd07e71adf38982c0d	clean
